PLAYER,STATUS,REASON,TEAM,GAME,DATE
"O'Neale, Royce",Out,"Injury/Illness - Left Knee; Soreness, Injury Management",Brooklyn Nets,PHI@BKN,04/09/2023
"Simmons, Ben",Out,Injury/Illness - Back; Nerve Impingement,Brooklyn Nets,PHI@BKN,04/09/2023
"Sumner, Edmond",Out,Injury/Illness - Right Hip; Contusion,Brooklyn Nets,PHI@BKN,04/09/2023
"Embiid, Joel",Out,Injury/Illness - Right Calf; Injury Recovery,Philadelphia 76ers,PHI@BKN,04/09/2023
"Harden, James",Out,Injury/Illness - Left Achilles; Injury Recovery,Philadelphia 76ers,PHI@BKN,04/09/2023
"Harris, Tobias",Out,Injury/Illness - Left Hip; Injury Recovery,Philadelphia 76ers,PHI@BKN,04/09/2023
"Maxey, Tyrese",Out,Injury/Illness - Neck; Stiffness,Philadelphia 76ers,PHI@BKN,04/09/2023
"Melton, De'Anthony",Out,Injury/Illness - Right Calf; Tightness,Philadelphia 76ers,PHI@BKN,04/09/2023
"Niang, Georges",Out,Injury/Illness - Left Knee; Soreness,Philadelphia 76ers,PHI@BKN,04/09/2023
"Tucker, P.J.",Out,Injury/Illness - Right Calf; Tightness,Philadelphia 76ers,PHI@BKN,04/09/2023
"Curry, Stephen",Available,Injury/Illness - Right Hip; Contusion,Golden State Warriors,GSW@POR,04/09/2023
"Iguodala, Andre",Out,Injury/Illness - Left Wrist; Surgery,Golden State Warriors,GSW@POR,04/09/2023
"Jerome, Ty",Out,Injury/Illness - General; Illness,Golden State Warriors,GSW@POR,04/09/2023
"Kuminga, Jonathan",Available,Injury/Illness - Right Toe; Contusion,Golden State Warriors,GSW@POR,04/09/2023
"Rollins, Ryan",Out,Injury/Illness - Right Foot; Surgery,Golden State Warriors,GSW@POR,04/09/2023
"Wiggins, Andrew",Out,Return to Competition Reconditioning,Golden State Warriors,GSW@POR,04/09/2023
"Badji, Ibou",Out,Injury/Illness - Left Knee; Surgery Recovery,Portland Trail Blazers,GSW@POR,04/09/2023
"Eubanks, Drew",Out,Injury/Illness - Right Ankle; Sprain,Portland Trail Blazers,GSW@POR,04/09/2023
"Grant, Jerami",Out,Injury/Illness - Left Quad; Contusion,Portland Trail Blazers,GSW@POR,04/09/2023
"Johnson, Keon",Out,Injury/Illness - Right 5th Finger; Fracture,Portland Trail Blazers,GSW@POR,04/09/2023
"Knox II, Kevin",Available,Injury/Illness - Right Quad; Contusion,Portland Trail Blazers,GSW@POR,04/09/2023
"Lillard, Damian",Out,Injury/Illness - Right Calf; Tightness,Portland Trail Blazers,GSW@POR,04/09/2023
"Little, Nassir",Out,Injury/Illness - Left Ankle; Sprain,Portland Trail Blazers,GSW@POR,04/09/2023
"Nurkic, Jusuf",Out,Injury/Illness - Right Knee; Soreness,Portland Trail Blazers,GSW@POR,04/09/2023
"Reddish, Cam",Out,Injury/Illness - Lumbar; Soreness,Portland Trail Blazers,GSW@POR,04/09/2023
"Sharpe, Shaedon",Available,Injury/Illness - Right Quad; Contusion,Portland Trail Blazers,GSW@POR,04/09/2023
"Simons, Anfernee",Out,Injury/Illness - Right Foot; Soreness,Portland Trail Blazers,GSW@POR,04/09/2023
"Thybulle, Matisse",Out,Injury/Illness - Right Knee; Effusion,Portland Trail Blazers,GSW@POR,04/09/2023
"Watford, Trendon",Available,Injury/Illness - Right Ankle; Sprain,Portland Trail Blazers,GSW@POR,04/09/2023
"Winslow, Justise",Out,Injury/Illness - Left Ankle; Surgery Recovery,Portland Trail Blazers,GSW@POR,04/09/2023
"George, Paul",Out,Injury/Illness - Right Knee; Sprained,LA Clippers,LAC@PHX,04/09/2023
"Morris Sr., Marcus",Out,Injury/Illness - Low Back; Spasms,LA Clippers,LAC@PHX,04/09/2023
"Ayton, Deandre",Out,Rest,Phoenix Suns,LAC@PHX,04/09/2023
"Biyombo, Bismack",Out,Injury/Illness - Right Knee; Bone contusion,Phoenix Suns,LAC@PHX,04/09/2023
"Booker, Devin",Out,Rest,Phoenix Suns,LAC@PHX,04/09/2023
"Durant, Kevin",Out,Injury/Illness - Left Ankle; Injury management,Phoenix Suns,LAC@PHX,04/09/2023
"Paul, Chris",Out,Rest,Phoenix Suns,LAC@PHX,04/09/2023
"Payne, Cameron",Out,Injury/Illness - Low Back; Soreness,Phoenix Suns,LAC@PHX,04/09/2023
"Warren, T.J.",Out,Injury/Illness - Non-covid; Illness,Phoenix Suns,LAC@PHX,04/09/2023
"Adams, Steven",Out,Injury/Illness - Right Knee; PCL Sprain,Memphis Grizzlies,MEM@OKC,04/09/2023
"Aldama, Santi",Doubtful,Injury/Illness - Left Elbow; Soreness,Memphis Grizzlies,MEM@OKC,04/09/2023
"Bane, Desmond",Doubtful,Injury/Illness - Left Knee; Soreness,Memphis Grizzlies,MEM@OKC,04/09/2023
"Brooks, Dillon",Doubtful,Injury/Illness - Right Groin; Soreness,Memphis Grizzlies,MEM@OKC,04/09/2023
"Clarke, Brandon",Out,Injury/Illness - Left Achilles; Tear,Memphis Grizzlies,MEM@OKC,04/09/2023
"Jackson Jr., Jaren",Doubtful,Injury/Illness - Left Elbow; Soreness,Memphis Grizzlies,MEM@OKC,04/09/2023
"Jones, Tyus",Doubtful,Injury/Illness - Left Foot; Soreness,Memphis Grizzlies,MEM@OKC,04/09/2023
"LaRavia, Jake",Out,Injury/Illness - Right Calf; Soreness,Memphis Grizzlies,MEM@OKC,04/09/2023
"Morant, Ja",Doubtful,Injury/Illness - Right Hand; Soreness,Memphis Grizzlies,MEM@OKC,04/09/2023
"Williams, Ziaire",Probable,Injury/Illness - Right Foot/ankle; Soreness,Memphis Grizzlies,MEM@OKC,04/09/2023
"Dort, Luguentz",Out,Injury/Illness - Right Shoulder; Strain,Oklahoma City Thunder,MEM@OKC,04/09/2023
"Giddey, Josh",Out,Rest,Oklahoma City Thunder,MEM@OKC,04/09/2023
"Gilgeous-Alexander, Shai",Out,Injury/Illness - Abdominal Strain; Injury Management,Oklahoma City Thunder,MEM@OKC,04/09/2023
"Holmgren, Chet",Out,Injury/Illness - Right Foot; Surgery,Oklahoma City Thunder,MEM@OKC,04/09/2023
"Pokusevski, Aleksej",Out,Injury/Illness - Left Knee; Contusion,Oklahoma City Thunder,MEM@OKC,04/09/2023
"Williams, Jalen",Out,Injury/Illness - Right Wrist; Strain,Oklahoma City Thunder,MEM@OKC,04/09/2023
"Williams, Jaylin",Out,Injury/Illness - Low Back; Soreness,Oklahoma City Thunder,MEM@OKC,04/09/2023
"Williams, Kenrich",Out,Injury/Illness - Left Wrist; Scapholunate Ligament Surgery,Oklahoma City Thunder,MEM@OKC,04/09/2023
"Gobert, Rudy",Questionable,Injury/Illness - Back; Spasms,Minnesota Timberwolves,NOP@MIN,04/09/2023
"Nowell, Jaylen",Questionable,Injury/Illness - Left Knee; Tendinopathy,Minnesota Timberwolves,NOP@MIN,04/09/2023
"Reid, Naz",Out,Injury/Illness - Left Scaphoid; Fracture,Minnesota Timberwolves,NOP@MIN,04/09/2023
"Rivers, Austin",Available,Injury/Illness - N/A; Illness,Minnesota Timberwolves,NOP@MIN,04/09/2023
"Ryan, Matt",Out,G League - Two-Way,Minnesota Timberwolves,NOP@MIN,04/09/2023
"Towns, Karl-Anthony",Available,Injury/Illness - Right Calf; Strain,Minnesota Timberwolves,NOP@MIN,04/09/2023
"Alvarado, Jose",Out,Injury/Illness - Right Tibial; Stress Reaction,New Orleans Pelicans,NOP@MIN,04/09/2023
"Liddell, E.J.",Out,Injury/Illness - Right Knee; ACL Injury Recovery,New Orleans Pelicans,NOP@MIN,04/09/2023
"Williamson, Zion",Out,Injury/Illness - Right Hamstring; Strain,New Orleans Pelicans,NOP@MIN,04/09/2023
"Brown, Bruce",Available,Injury/Illness - Left Patellofemoral; Inflammation,Denver Nuggets,SAC@DEN,04/09/2023
"Caldwell-Pope, Kentavious",Out,Injury/Illness - Non-covid; Illness,Denver Nuggets,SAC@DEN,04/09/2023
"Gillespie, Collin",Out,Injury/Illness - Right Lower Leg; Fracture,Denver Nuggets,SAC@DEN,04/09/2023
"Gordon, Aaron",Out,Injury/Illness - Right Shoulder; Inflammation,Denver Nuggets,SAC@DEN,04/09/2023
"Green, Jeff",Out,Injury/Illness - Facial; Contusion,Denver Nuggets,SAC@DEN,04/09/2023
"Jackson, Reggie",Available,Injury/Illness - Low Back; Pain,Denver Nuggets,SAC@DEN,04/09/2023
"Jokic, Nikola",Out,Injury/Illness - Right Calf; Tightness,Denver Nuggets,SAC@DEN,04/09/2023
"Murray, Jamal",Out,Injury/Illness - Right Thumb; Sprain,Denver Nuggets,SAC@DEN,04/09/2023
"Porter Jr., Michael",Out,Injury/Illness - Left Heel; Injury Management,Denver Nuggets,SAC@DEN,04/09/2023
"Dellavedova, Matthew",Out,Injury/Illness - Right Index Finger; Surgery,Sacramento Kings,SAC@DEN,04/09/2023
"Mitchell, Davion",Out,Injury/Illness - Left Knee; Soreness,Sacramento Kings,SAC@DEN,04/09/2023
"Monk, Malik",Available,-,Sacramento Kings,SAC@DEN,04/09/2023
"Bullock, Reggie",Out,Rest,Dallas Mavericks,SAS@DAL,04/09/2023
"Doncic, Luka",Out,Injury/Illness - Left Thigh; Injury Recovery,Dallas Mavericks,SAS@DAL,04/09/2023
"Green, Josh",Out,Rest,Dallas Mavericks,SAS@DAL,04/09/2023
"Hardaway Jr., Tim",Out,Injury/Illness - Left Ankle; Soreness,Dallas Mavericks,SAS@DAL,04/09/2023
"Irving, Kyrie",Out,Injury/Illness - Right Foot; Injury Recovery,Dallas Mavericks,SAS@DAL,04/09/2023
"Kleber, Maxi",Out,Injury/Illness - Right Hamstring; Injury Recovery,Dallas Mavericks,SAS@DAL,04/09/2023
"Bassey, Charles",Out,Injury/Illness - Left Patella; Non-displaced fracture,San Antonio Spurs,SAS@DAL,04/09/2023
"Birch, Khem",Out,Injury/Illness - Right Knee; Chondromalacia,San Antonio Spurs,SAS@DAL,04/09/2023
"Collins, Zach",Out,Injury/Illness - Left Fifth Finger; Laceration,San Antonio Spurs,SAS@DAL,04/09/2023
"Graham, Devonte'",Out,Injury/Illness - Left Adductor; Strain,San Antonio Spurs,SAS@DAL,04/09/2023
"Johnson, Keldon",Out,Injury/Illness - Right Foot; Sprain,San Antonio Spurs,SAS@DAL,04/09/2023
"Langford, Romeo",Questionable,Injury/Illness - Left Adductor; Injury management,San Antonio Spurs,SAS@DAL,04/09/2023
"McDermott, Doug",Out,Injury/Illness - Right Ankle; Sprain,San Antonio Spurs,SAS@DAL,04/09/2023
"Sochan, Jeremy",Out,Injury/Illness - Right Knee; Soreness,San Antonio Spurs,SAS@DAL,04/09/2023
"Vassell, Devin",Out,Injury/Illness - Left Knee; Injury management,San Antonio Spurs,SAS@DAL,04/09/2023
"Davis, Anthony",Questionable,Injury/Illness - Right Foot; Stress injury,Los Angeles Lakers,UTA@LAL,04/09/2023
"James, LeBron",Questionable,Injury/Illness - Right Foot; Soreness,Los Angeles Lakers,UTA@LAL,04/09/2023
"Russell, D'Angelo",Probable,Injury/Illness - Left Foot; Soreness,Los Angeles Lakers,UTA@LAL,04/09/2023
"Schroder, Dennis",Out,Injury/Illness - Right Achilles; Soreness,Los Angeles Lakers,UTA@LAL,04/09/2023
"Clarkson, Jordan",Out,Injury/Illness - Left Hand; Fourth Finger Sprain,Utah Jazz,UTA@LAL,04/09/2023
"Gay, Rudy",Out,Injury/Illness - Low Back; Soreness,Utah Jazz,UTA@LAL,04/09/2023
"Horton-Tucker, Talen",Out,Injury/Illness - Left Ankle; Soreness,Utah Jazz,UTA@LAL,04/09/2023
"Kessler, Walker",Out,Concussion Protocol,Utah Jazz,UTA@LAL,04/09/2023
"Markkanen, Lauri",Out,Injury/Illness - Left Hand; Contusion,Utah Jazz,UTA@LAL,04/09/2023
"Sexton, Collin",Out,Injury/Illness - Left Hamstring; Injury Maintenance,Utah Jazz,UTA@LAL,04/09/2023
"Forrest, Trent",Out,G League - Two-Way,Atlanta Hawks,ATL@MIA,04/11/2023
"Williams, Donovan",Out,G League - Two-Way,Atlanta Hawks,ATL@MIA,04/11/2023
"Jovic, Nikola",Out,Injury/Illness - Back; Spasms,Miami Heat,ATL@MIA,04/11/2023
"Lowry, Kyle",Questionable,Injury/Illness - Left Knee; Soreness,Miami Heat,ATL@MIA,04/11/2023
"Strus, Max",Probable,Injury/Illness - Right 2nd Finger; Hyperextension,Miami Heat,ATL@MIA,04/11/2023
"Davis, Anthony",Probable,Injury/Illness - Right Foot; Stress Injury,Los Angeles Lakers,MIN@LAL,04/11/2023
"James, LeBron",Probable,Injury/Illness - Right Foot; Soreness,Los Angeles Lakers,MIN@LAL,04/11/2023
"Russell, D'Angelo",Probable,Injury/Illness - Left Foot; Soreness,Los Angeles Lakers,MIN@LAL,04/11/2023
"Garza, Luka",Out,G League - Two-Way,Minnesota Timberwolves,MIN@LAL,04/11/2023
"Gobert, Rudy",Out,Team Suspension,Minnesota Timberwolves,MIN@LAL,04/11/2023
"McDaniels, Jaden",Out,Injury/Illness - Right Hand; Fracture,Minnesota Timberwolves,MIN@LAL,04/11/2023
"Nowell, Jaylen",Questionable,Injury/Illness - Left Knee; Tendinopathy,Minnesota Timberwolves,MIN@LAL,04/11/2023
"Reid, Naz",Out,Injury/Illness - Left Scaphoid; Fracture,Minnesota Timberwolves,MIN@LAL,04/11/2023
"Ryan, Matt",Out,G League - Two-Way,Minnesota Timberwolves,MIN@LAL,04/11/2023
"Towns, Karl-Anthony",Questionable,Injury/Illness - Right Calf; Strain,Minnesota Timberwolves,MIN@LAL,04/11/2023
"Ball, Lonzo",Out,Injury/Illness - Left Knee; Surgery,Chicago Bulls,CHI@TOR,04/12/2023
"Lewis, Justin",Out,Injury/Illness - Right Knee; Surgery; ACL Reconstruction,Chicago Bulls,CHI@TOR,04/12/2023
"Taylor, Terry",Out,G League - Two-Way,Chicago Bulls,CHI@TOR,04/12/2023
"Dowtin Jr., Jeff",Out,G League - Two-Way,Toronto Raptors,CHI@TOR,04/12/2023
"Harper Jr., Ron",Out,G League - Two-Way,Toronto Raptors,CHI@TOR,04/12/2023
"Porter Jr., Otto",Out,Injury/Illness - Left Foot; Surgery - Second Toe Dislocation,Toronto Raptors,CHI@TOR,04/12/2023
"Alvarado, Jose",Out,Injury/Illness - Right Tibial; Stress Reaction,New Orleans Pelicans,OKC@NOP,04/12/2023
"Liddell, E.J.",Out,Injury/Illness - Right Knee; ACL Injury Recovery,New Orleans Pelicans,OKC@NOP,04/12/2023
"Nance Jr., Larry",Questionable,Injury/Illness - Left Ankle; Soreness,New Orleans Pelicans,OKC@NOP,04/12/2023
"Williamson, Zion",Out,Injury/Illness - Right Hamstring; Strain,New Orleans Pelicans,OKC@NOP,04/12/2023
"Butler, Jared",Out,G League - Two-Way,Oklahoma City Thunder,OKC@NOP,04/12/2023
"Holmgren, Chet",Out,Injury/Illness - Right Foot; Surgery,Oklahoma City Thunder,OKC@NOP,04/12/2023
"Pokusevski, Aleksej",Out,Injury/Illness - Left Knee; Contusion,Oklahoma City Thunder,OKC@NOP,04/12/2023
"Sarr, Olivier",Out,G League - Two-Way,Oklahoma City Thunder,OKC@NOP,04/12/2023
"Williams, Kenrich",Out,Injury/Illness - Left Wrist; Scapholunate Ligament Surgery,Oklahoma City Thunder,OKC@NOP,04/12/2023
"Ball, Lonzo",Out,Injury/Illness - Left Knee; Surgery,Chicago Bulls,CHI@MIA,04/14/2023
"Jovic, Nikola",Out,Injury/Illness - Back; Spasms,Miami Heat,CHI@MIA,04/14/2023
"Lowry, Kyle",Questionable,Injury/Illness - Left Knee; Soreness,Miami Heat,CHI@MIA,04/14/2023
"Vincent, Gabe",Questionable,Injury/Illness - Right Hip; Pointer,Miami Heat,CHI@MIA,04/14/2023
"Gobert, Rudy",Questionable,Injury/Illness - Back; Spasms,Minnesota Timberwolves,OKC@MIN,04/14/2023
"McDaniels, Jaden",Out,Injury/Illness - Right Hand; Fracture,Minnesota Timberwolves,OKC@MIN,04/14/2023
"Nowell, Jaylen",Questionable,Injury/Illness - Left Knee; Tendinopathy,Minnesota Timberwolves,OKC@MIN,04/14/2023
"Reid, Naz",Out,Injury/Illness - Left Scaphoid; Fracture,Minnesota Timberwolves,OKC@MIN,04/14/2023
"Towns, Karl-Anthony",Questionable,Injury/Illness - Right Calf; Strain,Minnesota Timberwolves,OKC@MIN,04/14/2023
"Holmgren, Chet",Out,Injury/Illness - Right Foot; Surgery,Oklahoma City Thunder,OKC@MIN,04/14/2023
"Pokusevski, Aleksej",Out,Injury/Illness - Left Knee; Contusion,Oklahoma City Thunder,OKC@MIN,04/14/2023
"Williams, Kenrich",Out,Injury/Illness - Left Wrist; Scapholunate Ligament Surgery,Oklahoma City Thunder,OKC@MIN,04/14/2023
"Simmons, Ben",Out,Injury/Illness - Back; Nerve Impingement,Brooklyn Nets,BKN@PHI,04/15/2023
"Gallinari, Danilo",Out,Injury/Illness - Left Knee; ACL Repair,Boston Celtics,ATL@BOS,04/15/2023
"Okoro, Isaac",Questionable,Injury/Illness - Left Knee; Soreness,Cleveland Cavaliers,NYK@CLE,04/15/2023
"Windler, Dylan",Out,Injury/Illness - Left Foot; Sprain,Cleveland Cavaliers,NYK@CLE,04/15/2023
"Randle, Julius",Questionable,Injury/Illness - Left Ankle; Sprained,New York Knicks,NYK@CLE,04/15/2023
"Roby, Isaiah",Out,Injury/Illness - Right Ankle; Sprained,New York Knicks,NYK@CLE,04/15/2023
"Iguodala, Andre",Out,Injury/Illness - Left Wrist; Surgery,Golden State Warriors,GSW@SAC,04/15/2023
"Rollins, Ryan",Out,Injury/Illness - Right Foot; Surgery,Golden State Warriors,GSW@SAC,04/15/2023
"Dellavedova, Matthew",Out,Injury/Illness - Right Index Finger; Surgery,Sacramento Kings,GSW@SAC,04/15/2023
"Davis, Anthony",Available,Injury/Illness - Right Foot; Stress injury,Los Angeles Lakers,LAL@MEM,04/16/2023
"James, LeBron",Available,Injury/Illness - Right Foot; Soreness,Los Angeles Lakers,LAL@MEM,04/16/2023
"Schroder, Dennis",Available,Injury/Illness - Right Achilles; Soreness,Los Angeles Lakers,LAL@MEM,04/16/2023
"Adams, Steven",Out,Injury/Illness - Right Knee; PCL Sprain,Memphis Grizzlies,LAL@MEM,04/16/2023
"Clarke, Brandon",Out,Injury/Illness - Left Achilles; Tear,Memphis Grizzlies,LAL@MEM,04/16/2023
"LaRavia, Jake",Out,Injury/Illness - Right Calf; Soreness,Memphis Grizzlies,LAL@MEM,04/16/2023
"Jovic, Nikola",Out,Injury/Illness - Back; Spasms,Miami Heat,MIA@MIL,04/16/2023
"Lowry, Kyle",Questionable,Injury/Illness - Left Knee; Soreness,Miami Heat,MIA@MIL,04/16/2023
"Vincent, Gabe",Questionable,Injury/Illness - Right Hip; Pointer,Miami Heat,MIA@MIL,04/16/2023
"George, Paul",Out,Injury/Illness - Right Knee; Sprained,LA Clippers,LAC@PHX,04/16/2023
"Payne, Cameron",Questionable,Injury/Illness - Low Back; Soreness,Phoenix Suns,LAC@PHX,04/16/2023
"Gobert, Rudy",Questionable,Injury/Illness - Back; Spasms,Minnesota Timberwolves,MIN@DEN,04/16/2023
"McDaniels, Jaden",Out,Injury/Illness - Right Hand; Fracture,Minnesota Timberwolves,MIN@DEN,04/16/2023
"Nowell, Jaylen",Questionable,Injury/Illness - Left Knee; Tendinopathy,Minnesota Timberwolves,MIN@DEN,04/16/2023
"Reid, Naz",Out,Injury/Illness - Left Scaphoid; Fracture,Minnesota Timberwolves,MIN@DEN,04/16/2023
"Simmons, Ben",Out,Injury/Illness - Back; Nerve Impingement,Brooklyn Nets,BKN@PHI,04/17/2023
"Iguodala, Andre",Out,Injury/Illness - Left Wrist; Surgery,Golden State Warriors,GSW@SAC,04/17/2023
"Poole, Jordan",Questionable,Injury/Illness - Left Ankle; Sprain,Golden State Warriors,GSW@SAC,04/17/2023
"Rollins, Ryan",Out,Injury/Illness - Right Foot; Surgery,Golden State Warriors,GSW@SAC,04/17/2023
"Dellavedova, Matthew",Out,Injury/Illness - Right Index Finger; Surgery,Sacramento Kings,GSW@SAC,04/17/2023
"Gallinari, Danilo",Out,Injury/Illness - Left Knee; ACL Repair,Boston Celtics,ATL@BOS,04/18/2023
"Windler, Dylan",Out,Injury/Illness - Left Foot; Sprain,Cleveland Cavaliers,NYK@CLE,04/18/2023
"Hart, Josh",Questionable,Injury/Illness - Left Ankle; Sprained,New York Knicks,NYK@CLE,04/18/2023
"George, Paul",Out,Injury/Illness - Right Knee; Sprained,LA Clippers,LAC@PHX,04/18/2023
"Payne, Cameron",Questionable,Injury/Illness - Low Back; Soreness,Phoenix Suns,LAC@PHX,04/18/2023
"Davis, Anthony",Probable,Injury/Illness - Right Foot; Stress injury,Los Angeles Lakers,LAL@MEM,04/19/2023
"James, LeBron",Probable,Injury/Illness - Right Foot; Soreness,Los Angeles Lakers,LAL@MEM,04/19/2023
"Schroder, Dennis",Probable,Injury/Illness - Right Achilles; Soreness,Los Angeles Lakers,LAL@MEM,04/19/2023
"Adams, Steven",Out,Injury/Illness - Right Knee; PCL Sprain,Memphis Grizzlies,LAL@MEM,04/19/2023
"Clarke, Brandon",Out,Injury/Illness - Left Achilles; Tear,Memphis Grizzlies,LAL@MEM,04/19/2023
"LaRavia, Jake",Out,Injury/Illness - Right Calf; Soreness,Memphis Grizzlies,LAL@MEM,04/19/2023
"Morant, Ja",Questionable,Injury/Illness - Right Hand; Soreness,Memphis Grizzlies,LAL@MEM,04/19/2023
"Herro, Tyler",Out,Injury/Illness - Right Hand; Fracture,Miami Heat,MIA@MIL,04/19/2023
"Jovic, Nikola",Out,Injury/Illness - Back; Spasms,Miami Heat,MIA@MIL,04/19/2023
"Lowry, Kyle",Questionable,Injury/Illness - Left Knee; Soreness,Miami Heat,MIA@MIL,04/19/2023
"Antetokounmpo, Giannis",Questionable,Injury/Illness - Lower Back; Contusion,Milwaukee Bucks,MIA@MIL,04/19/2023
"Matthews, Wesley",Out,Injury/Illness - Right Calf; Strain,Milwaukee Bucks,MIA@MIL,04/19/2023
"Jokic, Nikola",Questionable,Injury/Illness - Right Wrist; Sprain,Denver Nuggets,MIN@DEN,04/19/2023
"Gobert, Rudy",Questionable,Injury/Illness - Back; Spasms,Minnesota Timberwolves,MIN@DEN,04/19/2023
"McDaniels, Jaden",Out,Injury/Illness - Right Hand; Fracture,Minnesota Timberwolves,MIN@DEN,04/19/2023
"Nowell, Jaylen",Questionable,Injury/Illness - Left Knee; Tendinopathy,Minnesota Timberwolves,MIN@DEN,04/19/2023
"Reid, Naz",Out,Injury/Illness - Left Scaphoid; Fracture,Minnesota Timberwolves,MIN@DEN,04/19/2023
"Simmons, Ben",Out,Injury/Illness - Back; Nerve Impingement,Brooklyn Nets,PHI@BKN,04/20/2023
"McDaniels, Jalen",Questionable,Injury/Illness - N/a; Non-Covid Illness,Philadelphia 76ers,PHI@BKN,04/20/2023
"Green, Draymond",Out,League Suspension,Golden State Warriors,SAC@GSW,04/20/2023
"Iguodala, Andre",Out,Injury/Illness - Left Wrist; Surgery,Golden State Warriors,SAC@GSW,04/20/2023
"Payton II, Gary",Questionable,Injury/Illness - General; Illness,Golden State Warriors,SAC@GSW,04/20/2023
"Poole, Jordan",Questionable,Injury/Illness - Left Ankle; Sprain,Golden State Warriors,SAC@GSW,04/20/2023
"Rollins, Ryan",Out,Injury/Illness - Right Foot; Surgery,Golden State Warriors,SAC@GSW,04/20/2023
"Wiggins, Andrew",Questionable,Injury/Illness - Right Shoulder; Soreness,Golden State Warriors,SAC@GSW,04/20/2023
"Dellavedova, Matthew",Out,Injury/Illness - Right Index Finger; Surgery,Sacramento Kings,SAC@GSW,04/20/2023
"Sabonis, Domantas",Questionable,Injury/Illness - Sternum; Contusion,Sacramento Kings,SAC@GSW,04/20/2023
"George, Paul",Out,Injury/Illness - Right Knee; Sprained,LA Clippers,PHX@LAC,04/20/2023
"Payne, Cameron",Questionable,Injury/Illness - Low Back; Soreness,Phoenix Suns,PHX@LAC,04/20/2023
"Gallinari, Danilo",Out,Injury/Illness - Left Knee; ACL Repair,Boston Celtics,BOS@ATL,04/21/2023
"Osman, Cedi",Questionable,Injury/Illness - Left Ankle; Sprain,Cleveland Cavaliers,CLE@NYK,04/21/2023
"Windler, Dylan",Out,Injury/Illness - Left Foot; Sprain,Cleveland Cavaliers,CLE@NYK,04/21/2023
"Jokic, Nikola",Probable,Injury/Illness - Right Wrist; Sprain,Denver Nuggets,DEN@MIN,04/21/2023
"Gobert, Rudy",Questionable,Injury/Illness - Back; Spasms,Minnesota Timberwolves,DEN@MIN,04/21/2023
"McDaniels, Jaden",Out,Injury/Illness - Right Hand; Fracture,Minnesota Timberwolves,DEN@MIN,04/21/2023
"Minott, Josh",Questionable,Injury/Illness - Left Ankle; Sprain,Minnesota Timberwolves,DEN@MIN,04/21/2023
"Nowell, Jaylen",Questionable,Injury/Illness - Left Knee; Tendinopathy,Minnesota Timberwolves,DEN@MIN,04/21/2023
"Reid, Naz",Out,Injury/Illness - Left Scaphoid; Fracture,Minnesota Timberwolves,DEN@MIN,04/21/2023
"Simmons, Ben",Out,Injury/Illness - Back; Nerve Impingement,Brooklyn Nets,PHI@BKN,04/22/2023
"Embiid, Joel",Out,Injury/Illness - Right Knee; Sprain,Philadelphia 76ers,PHI@BKN,04/22/2023
"House Jr., Danuel",Out,Injury/Illness - N/A; Non-Covid Illness,Philadelphia 76ers,PHI@BKN,04/22/2023
"George, Paul",Out,Injury/Illness - Right Knee; Sprained,LA Clippers,PHX@LAC,04/22/2023
"Leonard, Kawhi",Out,Injury/Illness - Right Knee; Sprained,LA Clippers,PHX@LAC,04/22/2023
"Payne, Cameron",Out,Injury/Illness - Low Back; Soreness,Phoenix Suns,PHX@LAC,04/22/2023
"Herro, Tyler",Out,Injury/Illness - Right Hand; Surgery,Miami Heat,MIL@MIA,04/22/2023
"Jovic, Nikola",Out,Injury/Illness - Back; Spasms,Miami Heat,MIL@MIA,04/22/2023
"Lowry, Kyle",Questionable,Injury/Illness - Left Knee; Soreness,Miami Heat,MIL@MIA,04/22/2023
"Antetokounmpo, Giannis",Questionable,Injury/Illness - Lower Back; Contusion,Milwaukee Bucks,MIL@MIA,04/22/2023
"Matthews, Wesley",Out,Injury/Illness - Right Calf; Strain,Milwaukee Bucks,MIL@MIA,04/22/2023
"Davis, Anthony",Probable,Injury/Illness - Right Foot; Stress Injury,Los Angeles Lakers,MEM@LAL,04/22/2023
"James, LeBron",Probable,Injury/Illness - Right Foot; Soreness,Los Angeles Lakers,MEM@LAL,04/22/2023
"Schroder, Dennis",Probable,Injury/Illness - Right Achilles; Soreness,Los Angeles Lakers,MEM@LAL,04/22/2023
"Adams, Steven",Out,Injury/Illness - Right Knee; PCL Sprain,Memphis Grizzlies,MEM@LAL,04/22/2023
"Clarke, Brandon",Out,Injury/Illness - Left Achilles; Tear,Memphis Grizzlies,MEM@LAL,04/22/2023
"LaRavia, Jake",Out,Injury/Illness - Right Calf; Soreness,Memphis Grizzlies,MEM@LAL,04/22/2023
"Morant, Ja",Questionable,Injury/Illness - Right Hand; Soreness,Memphis Grizzlies,MEM@LAL,04/22/2023
"Windler, Dylan",Out,Injury/Illness - Left Foot; Sprain,Cleveland Cavaliers,CLE@NYK,04/23/2023
"Grimes, Quentin",Out,Injury/Illness - Right Shoulder; Contused,New York Knicks,CLE@NYK,04/23/2023
"Sims, Jericho",Out,Injury/Illness - Right Shoulder; Sore,New York Knicks,CLE@NYK,04/23/2023
"Iguodala, Andre",Out,Injury/Illness - Left Wrist; Surgery,Golden State Warriors,SAC@GSW,04/23/2023
"Payton II, Gary",Available,Injury/Illness - General; Illness,Golden State Warriors,SAC@GSW,04/23/2023
